score.fulltime.home (home 1),score.fulltime.away (home 1),Shots on Goal (home 1),Shots off Goal (home 1),Total Shots (home 1),Blocked Shots (home 1),Shots insidebox (home 1),Shots outsidebox (home 1),Fouls (home 1),Corner Kicks (home 1),Offsides (home 1),Ball Possession (home 1),Yellow Cards (home 1),Red Cards (home 1),Goalkeeper Saves (home 1),Total passes (home 1),Passes accurate (home 1),Passes % (home 1),score.fulltime.home (away 1),score.fulltime.away (away 1),Shots on Goal (away 1),Shots off Goal (away 1),Total Shots (away 1),Blocked Shots (away 1),Shots insidebox (away 1),Shots outsidebox (away 1),Fouls (away 1),Corner Kicks (away 1),Offsides (away 1),Ball Possession (away 1),Yellow Cards (away 1),Red Cards (away 1),Goalkeeper Saves (away 1),Total passes (away 1),Passes accurate (away 1),Passes % (away 1),score.fulltime.home (h2h 1),score.fulltime.away (h2h 1),Shots on Goal (h2h - home 1),Shots off Goal (h2h - home 1),Total Shots (h2h - home 1),Blocked Shots (h2h - home 1),Shots insidebox (h2h - home 1),Shots outsidebox (h2h - home 1),Fouls (h2h - home 1),Corner Kicks (h2h - home 1),Offsides (h2h - home 1),Ball Possession (h2h - home 1),Yellow Cards (h2h - home 1),Red Cards (h2h - home 1),Goalkeeper Saves (h2h - home 1),Total passes (h2h - home 1),Passes accurate (h2h - home 1),Passes % (h2h - home 1),Shots on Goal (h2h - away 1),Shots off Goal (h2h - away 1),Total Shots (h2h - away 1),Blocked Shots (h2h - away 1),Shots insidebox (h2h - away 1),Shots outsidebox (h2h - away 1),Fouls (h2h - away 1),Corner Kicks (h2h - away 1),Offsides (h2h - away 1),Ball Possession (h2h - away 1),Yellow Cards (h2h - away 1),Red Cards (h2h - away 1),Goalkeeper Saves (h2h - away 1),Total passes (h2h - away 1),Passes accurate (h2h - away 1),Passes % (h2h - away 1)
3,1,6,6,19,7,13,6,9,4,1,0.54,2,0,6,541,457,0.84,0,3,12,5,23,6,15,8,11,11,1,0.52,1,0,0,482,377,0.78,3,1,5,3,10,2,8,2,16,4,4,0.47,6,1,4,436,350,0.8,5,4,11,2,6,5,16,5,2,0.53,3,0,1,463,359,0.78
0,2,1,4,7,2,4,3,11,2,1,0.38,4,1,0,423,335,0.79,1,2,3,3,8,2,6,2,8,3,5,0.4,1,0,2,328,234,0.71,1,2,4,8,15,3,10,5,11,1,2,0.6,2,0,3,489,391,0.8,3,3,8,2,6,2,8,3,5,0.4,1,0,2,328,234,0.71
1,1,3,3,6,0,5,1,5,3,1,0.47,0,0,5,451,388,0.86,0,4,7,1,11,3,8,3,13,7,1,0.38,1,0,2,358,280,0.78,3,0,3,4,10,3,5,5,9,9,1,0.49,1,0,0,449,381,0.85,2,6,11,3,8,3,11,5,0,0.51,2,0,3,492,419,0.85
4,2,4,5,9,0,6,3,18,3,5,0.62,5,0,1,468,366,0.78,3,1,6,6,19,7,13,6,9,4,1,0.54,2,0,6,541,457,0.84,0,0,4,4,14,6,12,2,14,9,3,0.65,1,0,4,649,549,0.85,4,5,11,2,6,5,16,0,0,0.35,2,0,4,347,257,0.74
0,2,4,2,11,5,8,3,0,4,5,0.51,1,0,3,386,277,0.72,3,1,7,6,17,4,11,6,0,2,0,0.67,1,0,2,577,489,0.85,1,3,5,4,13,4,8,5,0,6,3,0.4,5,0,2,360,259,0.72,3,4,10,3,4,6,0,4,1,0.6,2,0,2,551,435,0.79
1,1,6,7,17,4,9,8,16,1,2,0.62,7,1,10,605,521,0.86,0,0,1,2,3,0,1,2,13,2,2,0.35,2,0,3,315,238,0.76,2,1,3,7,14,4,5,9,11,7,2,0.61,2,0,0,472,372,0.79,1,6,7,0,5,2,13,3,2,0.39,3,0,1,295,215,0.73
4,0,7,7,15,1,9,6,12,4,2,0.55,2,0,0,452,376,0.83,2,2,5,7,15,3,11,4,20,5,1,0.48,4,0,3,389,302,0.78,0,5,1,4,9,4,5,4,12,5,1,0.61,2,0,6,534,438,0.82,11,3,17,3,12,5,10,3,1,0.39,2,0,1,342,241,0.7
0,3,2,9,18,7,12,6,9,7,0,0.51,2,0,4,430,355,0.83,2,1,8,5,17,4,14,3,12,8,3,0.47,3,1,1,421,347,0.82,2,0,6,9,21,6,16,5,8,7,3,0.39,1,0,5,309,224,0.72,5,3,13,5,3,10,11,8,3,0.61,2,0,3,493,398,0.81
0,0,6,5,13,2,7,6,7,6,2,0.61,1,0,1,445,300,0.67,2,1,3,8,14,3,8,6,9,7,2,0.47,1,0,5,382,326,0.85,5,1,8,5,14,1,10,4,15,7,0,0.5,2,0,0,446,321,0.72,1,2,3,0,2,1,17,0,4,0.5,2,0,3,442,323,0.73
1,4,6,2,13,5,10,3,14,9,0,0.64,1,0,0,712,631,0.89,1,3,4,6,12,2,10,2,19,5,1,0.52,5,0,4,510,407,0.8,4,0,5,4,13,4,7,6,12,1,1,0.61,1,0,3,632,552,0.87,3,4,9,2,8,1,12,3,3,0.39,0,0,1,381,282,0.74
2,1,7,3,13,3,10,3,0,5,6,0.47,1,0,3,492,431,0.88,2,3,5,5,13,3,10,3,0,10,2,0.67,2,0,2,538,416,0.77,0,0,3,6,12,3,7,5,12,2,3,0.47,2,0,1,407,316,0.78,2,7,17,8,11,6,11,4,1,0.53,2,1,3,454,362,0.8
0,3,9,3,15,3,10,5,18,5,1,0.66,0,0,3,633,529,0.84,2,1,2,5,9,2,6,3,10,3,0,0.41,4,0,3,389,319,0.82,4,2,12,10,28,6,19,9,4,6,2,0.71,3,0,3,620,544,0.88,5,1,6,0,5,1,12,3,2,0.29,4,1,7,237,156,0.66
3,3,9,10,21,2,15,6,10,5,0,0.55,2,0,3,543,472,0.87,2,2,3,6,12,3,6,6,17,4,4,0.45,2,0,4,407,314,0.77,0,0,3,4,10,3,4,6,8,5,0,0.64,1,0,2,576,461,0.8,2,3,7,2,2,5,14,3,1,0.36,2,0,3,324,228,0.7
0,0,2,4,9,3,6,3,13,2,2,0.31,2,0,8,298,223,0.75,0,0,5,5,15,5,10,5,17,4,4,0.51,0,0,0,461,365,0.79,0,1,1,6,9,2,2,7,15,3,2,0.35,3,0,4,309,206,0.67,5,7,19,7,13,6,16,8,1,0.65,3,0,1,561,471,0.84
1,1,4,9,18,5,10,8,17,7,4,0.41,2,0,1,321,232,0.72,2,1,4,3,9,2,3,6,9,9,1,0.3,0,0,7,348,255,0.73,1,0,5,9,19,5,15,4,21,5,1,0.45,2,0,1,411,310,0.75,1,6,10,3,5,5,15,4,0,0.55,4,0,4,481,364,0.76
2,2,8,11,28,9,12,16,0,4,1,0.7,0,0,0,642,529,0.82,1,2,6,5,16,5,7,9,0,8,3,0.68,1,0,1,552,490,0.89,1,0,2,11,18,5,8,10,0,6,1,0.54,1,0,2,492,403,0.82,2,6,13,5,8,5,0,8,0,0.46,4,0,1,387,293,0.76
2,0,1,7,12,4,7,5,9,11,2,0.53,1,0,3,475,323,0.68,0,3,0,3,5,2,3,2,8,0,4,0.48,1,0,9,464,365,0.79,0,2,0,4,6,2,3,3,20,8,1,0.52,1,0,1,405,249,0.61,3,0,3,0,2,1,14,0,3,0.48,1,0,0,380,227,0.6
0,5,3,4,15,8,7,8,6,7,1,0.5,4,1,2,539,477,0.88,2,1,5,4,13,4,7,6,14,7,5,0.53,0,0,3,451,379,0.84,0,1,7,6,18,5,13,5,14,6,4,0.61,2,0,1,595,505,0.85,2,4,9,3,6,3,19,1,2,0.39,2,0,7,371,287,0.77
0,2,3,4,13,6,10,3,10,9,3,0.68,1,0,2,651,539,0.83,1,3,8,7,15,0,10,5,10,1,3,0.48,1,0,3,477,383,0.8,2,1,5,7,16,4,13,3,18,5,1,0.63,5,1,1,531,444,0.84,3,3,7,1,5,2,14,2,5,0.37,3,0,5,323,235,0.73
1,1,4,5,13,4,10,3,16,6,4,0.6,3,0,5,564,472,0.84,1,1,2,6,10,2,5,5,14,5,1,0.48,1,0,5,427,344,0.81,1,0,3,8,15,4,8,7,23,7,0,0.41,2,0,3,339,251,0.74,3,3,8,2,7,1,9,3,1,0.59,2,0,2,490,414,0.84
1,1,2,3,6,1,5,1,16,11,2,0.59,3,0,4,520,445,0.86,1,1,4,3,10,3,3,7,19,5,2,0.58,4,0,2,449,377,0.84,1,3,5,4,9,0,4,5,12,3,2,0.48,2,1,1,475,362,0.76,2,6,14,6,8,6,11,4,3,0.52,0,0,2,502,414,0.82
2,0,7,1,11,3,7,4,18,6,2,0.36,2,0,5,305,207,0.68,0,1,2,7,10,1,5,5,10,3,0,0.35,0,0,5,328,236,0.72,0,4,4,9,16,3,11,5,10,6,1,0.3,1,0,1,266,192,0.72,1,4,10,5,8,2,12,3,1,0.7,2,0,0,668,569,0.85
1,1,6,1,8,1,6,2,10,3,1,0.52,3,0,1,477,369,0.77,2,1,4,7,16,5,6,10,15,3,1,0.63,0,0,7,552,453,0.82,0,2,3,4,9,2,5,4,11,4,0,0.53,1,0,1,439,359,0.82,1,4,7,2,3,4,15,7,1,0.47,2,0,1,374,277,0.74
0,3,12,5,23,6,15,8,11,11,1,0.52,1,0,0,482,377,0.78,2,2,5,6,15,4,7,8,11,7,1,0.57,3,0,3,458,340,0.74,2,1,5,4,13,4,10,3,12,3,4,0.5,1,0,2,466,356,0.76,3,5,8,0,3,5,11,2,1,0.5,2,0,3,468,354,0.76
3,2,5,6,14,3,10,4,11,3,3,0.6,3,1,5,553,469,0.85,3,0,13,12,30,5,16,14,11,11,0,0.71,1,0,4,833,776,0.93,4,1,9,6,19,4,15,4,11,9,1,0.49,3,0,0,449,380,0.85,1,5,9,3,5,4,12,6,1,0.51,5,1,5,460,380,0.83
0,2,5,4,12,3,8,4,0,7,2,0.49,1,0,4,383,278,0.73,2,1,5,4,13,4,8,5,0,5,3,0.53,3,0,6,557,496,0.89,4,1,8,3,15,4,12,3,0,5,5,0.46,5,0,7,407,291,0.71,8,6,22,8,13,9,0,9,3,0.54,1,0,4,478,363,0.76
2,0,5,3,9,1,5,4,12,2,0,0.47,1,0,0,448,310,0.69,1,4,5,2,9,2,5,4,16,0,2,0.4,5,0,2,348,257,0.74,0,0,4,2,6,0,1,5,14,1,0,0.34,2,1,3,295,191,0.65,4,8,14,2,8,6,13,3,4,0.66,4,0,4,556,472,0.85
0,3,5,6,17,6,7,10,16,4,0,0.45,6,0,3,359,265,0.74,2,2,5,4,10,1,8,2,14,4,3,0.51,3,1,5,380,313,0.82,3,0,5,9,17,3,12,5,8,11,4,0.52,1,0,2,435,375,0.86,2,3,7,2,2,5,12,1,0,0.48,2,0,2,396,334,0.84
1,2,4,2,8,2,8,0,0,2,4,0.42,2,0,7,335,219,0.65,0,2,4,3,8,1,7,1,0,5,5,0.55,0,0,2,522,440,0.84,0,1,0,1,1,0,1,0,0,0,2,0.26,6,1,9,268,206,0.77,9,6,22,7,15,8,0,9,2,0.74,1,0,0,777,712,0.92
4,1,3,5,11,3,7,4,10,4,1,0.55,3,0,2,520,428,0.82,2,1,3,1,9,5,4,5,11,5,2,0.34,2,0,11,284,237,0.83,2,0,6,7,15,2,9,6,17,3,1,0.52,3,0,1,395,299,0.76,1,5,8,2,4,4,15,4,0,0.48,2,0,4,347,252,0.73
3,1,11,12,32,9,22,10,8,5,0,0.57,0,0,3,460,394,0.86,1,1,5,4,14,5,6,8,19,3,1,0.53,2,0,2,505,448,0.89,3,1,9,9,23,5,18,5,8,6,2,0.43,1,0,2,384,315,0.82,3,5,13,5,7,6,10,6,2,0.57,2,0,6,506,428,0.85
1,1,3,5,11,3,5,6,4,4,0,0.46,1,0,4,462,386,0.84,0,0,8,9,21,4,11,10,11,20,0,0.69,2,0,2,666,586,0.88,3,2,2,4,8,2,7,1,11,1,2,0.5,2,0,5,585,514,0.88,8,9,24,7,13,11,11,5,3,0.5,2,0,0,596,534,0.9
2,1,6,8,14,0,7,7,15,3,0,0.74,4,0,3,613,540,0.88,1,0,1,7,12,4,7,5,11,4,1,0.77,0,0,4,724,655,0.9,2,2,3,9,15,3,8,7,13,7,3,0.38,3,0,0,349,258,0.74,2,4,10,4,4,6,23,1,0,0.62,2,0,1,591,484,0.82
4,0,3,3,10,4,3,7,8,2,4,0.41,2,0,0,405,328,0.81,4,0,4,3,11,4,7,4,9,4,0,0.59,2,0,3,609,520,0.85,4,0,3,3,10,4,3,7,8,2,4,0.41,2,0,0,405,328,0.81,4,3,11,4,7,4,9,4,0,0.59,2,0,3,609,520,0.85
0,5,7,1,8,0,7,1,13,1,2,0.5,4,0,3,557,492,0.88,3,1,2,3,8,3,4,4,8,3,0,0.45,3,0,6,408,305,0.75,2,1,5,9,17,3,11,6,11,5,3,0.45,1,0,3,446,360,0.81,5,4,11,2,4,7,8,4,1,0.55,1,0,4,570,464,0.81
1,2,2,6,11,3,6,5,0,11,2,0.69,0,0,2,605,499,0.82,1,2,2,2,7,3,5,2,0,4,0,0.32,2,2,4,257,183,0.71,2,0,3,5,13,5,7,6,0,5,1,0.67,1,0,0,648,540,0.83,0,3,4,1,3,1,0,1,0,0.33,3,1,1,304,189,0.62
1,1,6,2,10,2,8,2,17,3,2,0.4,1,0,3,387,281,0.73,2,2,2,5,10,3,6,4,6,3,1,0.68,2,1,0,701,645,0.92,2,3,7,5,12,0,9,3,15,5,2,0.35,2,0,6,293,206,0.7,9,9,21,3,8,13,8,8,4,0.65,3,0,4,552,475,0.86
0,3,6,4,16,6,7,9,8,9,0,0.55,3,0,5,434,352,0.81,1,1,2,5,8,1,4,4,16,6,1,0.59,1,0,3,498,409,0.82,3,0,5,7,16,4,9,7,8,6,3,0.5,2,0,3,562,503,0.9,3,4,8,1,6,2,6,8,0,0.5,0,0,2,570,496,0.87
2,2,3,3,7,1,3,4,7,1,4,0.51,3,0,4,431,297,0.69,1,1,8,11,23,4,13,10,11,8,0,0.66,0,0,0,656,572,0.87,3,0,1,6,8,1,5,3,12,1,2,0.49,1,0,1,541,440,0.81,3,6,10,1,8,2,10,8,4,0.51,1,0,2,561,468,0.83
2,1,5,7,14,2,7,7,27,2,6,0.4,8,1,2,317,245,0.77,0,3,3,1,6,2,4,2,19,4,2,0.34,3,0,6,319,224,0.7,3,1,4,10,18,4,12,6,0,3,1,0.36,3,0,4,313,234,0.75,6,7,13,0,9,4,0,7,3,0.64,2,0,1,543,457,0.84
1,1,5,11,21,5,12,9,11,9,3,0.54,1,0,3,548,466,0.85,1,0,9,13,26,4,13,13,10,12,0,0.76,0,0,1,593,521,0.88,3,1,4,7,16,5,11,5,11,9,5,0.56,1,0,4,430,349,0.81,7,4,17,6,10,7,11,8,0,0.44,3,0,3,340,274,0.81
0,2,6,9,17,2,9,8,13,4,3,0.54,0,0,1,476,399,0.84,2,1,5,7,20,8,10,10,13,2,3,0.59,3,0,1,571,517,0.91,2,1,6,3,10,1,6,4,20,4,2,0.43,3,0,5,386,305,0.79,7,5,14,2,13,1,7,5,9,0.57,2,0,5,523,452,0.86
2,4,8,4,16,4,7,9,7,9,1,0.74,2,0,1,822,759,0.92,0,2,2,6,9,1,2,7,11,13,2,0.71,1,1,0,583,502,0.86,0,2,1,7,10,2,5,5,12,3,0,0.74,4,0,1,794,718,0.9,3,1,5,1,4,1,10,2,0,0.26,1,0,1,264,187,0.71
1,1,1,0,3,2,2,1,19,1,2,0.35,3,1,4,307,205,0.67,1,1,1,4,6,1,4,2,8,4,4,0.34,1,0,7,327,237,0.72,1,2,8,10,24,6,14,10,15,7,2,0.58,4,0,1,458,352,0.77,5,5,13,3,10,3,10,5,2,0.42,2,0,7,331,231,0.7
0,0,10,6,24,8,13,11,0,11,1,0.46,1,0,3,335,247,0.74,1,2,5,10,26,11,11,15,0,7,0,0.58,2,0,1,469,377,0.8,0,0,10,6,24,8,13,11,0,11,1,0.46,1,0,3,335,247,0.74,3,4,12,5,9,3,0,7,0,0.54,2,0,9,397,296,0.75
2,2,5,6,15,4,7,8,11,7,1,0.57,3,0,3,458,340,0.74,2,1,5,8,16,3,9,7,20,5,4,0.62,1,0,0,525,448,0.85,4,2,4,5,9,0,5,4,15,2,0,0.42,3,0,9,301,217,0.72,13,5,19,1,14,5,19,4,3,0.58,3,0,2,431,351,0.81
3,0,13,12,30,5,16,14,11,11,0,0.71,1,0,4,833,776,0.93,0,0,0,3,4,1,3,1,11,3,1,0.49,2,0,5,472,363,0.77,2,0,6,6,16,4,10,6,13,9,1,0.5,1,0,2,477,400,0.84,2,2,6,2,4,2,11,4,2,0.5,4,0,4,482,400,0.83
2,1,1,6,10,3,6,4,18,1,1,0.38,4,1,3,312,228,0.73,0,3,9,3,15,3,10,5,18,5,1,0.66,0,0,3,633,529,0.84,5,0,2,4,7,1,4,3,16,1,1,0.36,3,0,4,354,265,0.75,9,7,19,3,12,7,10,10,3,0.64,1,0,2,634,542,0.85
3,1,6,6,19,7,13,6,9,4,1,0.54,2,0,6,541,457,0.84,3,0,5,7,16,4,8,8,14,6,0,0.49,1,0,0,412,308,0.75,2,1,5,5,11,1,7,4,9,3,1,0.59,1,0,3,537,452,0.84,4,1,8,3,5,3,19,8,2,0.41,3,0,3,352,269,0.76
1,0,1,7,12,4,7,5,11,4,1,0.77,0,0,4,724,655,0.9,3,2,5,6,14,3,10,4,11,3,3,0.6,3,1,5,553,469,0.85,0,3,3,7,12,2,6,6,14,6,1,0.54,2,0,5,464,374,0.81,8,3,13,2,11,2,21,1,3,0.46,2,0,3,404,317,0.78
2,1,2,5,9,2,6,3,10,3,0,0.41,4,0,3,389,319,0.82,2,1,5,7,14,2,7,7,27,2,6,0.4,8,1,2,317,245,0.77,2,2,4,1,5,0,2,3,12,2,1,0.6,1,0,9,503,433,0.86,11,7,18,0,15,3,14,8,1,0.4,4,0,2,318,248,0.78
0,3,3,1,6,2,4,2,19,4,2,0.34,3,0,6,319,224,0.7,0,0,4,2,6,0,1,5,14,1,0,0.34,2,1,3,295,191,0.65,1,1,1,3,4,0,2,2,13,2,2,0.42,4,0,3,350,185,0.53,4,8,17,5,11,6,12,6,1,0.58,2,0,0,472,349,0.74
0,0,5,5,15,5,10,5,17,4,4,0.51,0,0,0,461,365,0.79,1,1,3,5,11,3,5,6,4,4,0,0.46,1,0,4,462,386,0.84,1,1,4,5,12,3,8,4,21,6,3,0.46,4,1,3,432,367,0.85,4,3,8,1,4,4,13,6,0,0.54,3,0,3,491,422,0.86
2,1,3,1,9,5,4,5,11,5,2,0.34,2,0,11,284,237,0.83,2,1,6,8,14,0,7,7,15,3,0,0.74,4,0,3,613,540,0.88,0,1,2,4,9,3,6,3,19,6,1,0.56,3,0,4,474,366,0.77,5,7,15,3,9,6,14,5,3,0.44,4,0,2,372,262,0.7
1,1,2,5,8,1,4,4,16,6,1,0.59,1,0,3,498,409,0.82,0,0,4,3,8,1,6,2,11,4,1,0.43,3,0,5,322,229,0.71,1,0,2,10,16,4,12,4,11,6,2,0.52,1,0,2,447,358,0.8,2,5,11,4,3,8,12,6,2,0.48,3,0,0,404,312,0.77
2,2,5,4,10,1,8,2,14,4,3,0.51,3,1,5,380,313,0.82,0,0,2,4,9,3,6,3,13,2,2,0.31,2,0,8,298,223,0.75,0,0,1,5,9,3,4,5,12,6,1,0.59,1,0,0,443,369,0.83,0,5,6,1,4,2,24,2,2,0.41,2,0,1,300,210,0.7
2,1,5,6,11,0,6,5,12,5,1,0.43,2,0,4,370,300,0.81,1,2,2,6,11,3,6,5,0,11,2,0.69,0,0,2,605,499,0.82,2,1,5,6,11,0,6,5,12,5,1,0.43,2,0,4,370,300,0.81,5,3,11,3,9,2,12,7,2,0.57,1,0,3,474,389,0.82
2,1,4,3,9,2,3,6,9,9,1,0.3,0,0,7,348,255,0.73,2,0,7,5,15,3,8,7,19,6,3,0.45,1,0,1,444,392,0.88,1,1,3,5,10,2,7,3,9,2,1,0.26,1,0,3,272,183,0.67,4,7,13,2,12,1,12,7,1,0.74,2,0,2,768,675,0.88
0,0,8,9,21,4,11,10,11,20,0,0.69,2,0,2,666,586,0.88,1,0,2,6,9,1,5,4,8,0,4,0.24,2,0,9,198,117,0.59,0,3,4,6,14,4,8,6,11,5,2,0.61,4,0,5,656,557,0.85,5,3,11,3,8,3,12,3,1,0.39,3,0,1,424,336,0.79
1,0,9,13,26,4,13,13,10,12,0,0.76,0,0,1,593,521,0.88,1,1,4,9,18,5,10,8,17,7,4,0.41,2,0,1,321,232,0.72,2,1,6,7,15,2,11,5,10,7,2,0.57,0,0,0,527,429,0.81,1,3,5,1,3,2,10,3,6,0.43,1,0,5,403,298,0.74
0,0,5,6,20,9,12,8,20,9,2,0.57,1,0,4,435,342,0.79,1,1,5,11,21,5,12,9,11,9,3,0.54,1,0,3,548,466,0.85,1,0,5,6,15,4,11,4,10,6,2,0.61,3,0,5,496,394,0.79,6,6,13,1,9,4,18,5,4,0.39,5,0,5,325,246,0.76
2,1,5,7,20,8,10,10,13,2,3,0.59,3,0,1,571,517,0.91,2,1,9,4,17,4,13,4,10,11,2,0.52,1,0,2,428,327,0.76,1,2,4,3,9,2,7,2,13,5,5,0.48,4,0,4,431,345,0.8,5,3,12,4,11,1,17,5,4,0.52,1,0,2,454,365,0.8
2,1,5,4,13,4,7,6,14,7,5,0.53,0,0,3,451,379,0.84,0,5,7,1,8,0,7,1,13,1,2,0.5,4,0,3,557,492,0.88,1,0,1,6,10,3,2,8,13,4,0,0.62,4,0,7,527,449,0.85,8,9,20,3,11,9,18,6,3,0.38,0,0,1,341,258,0.76
2,3,5,5,10,0,7,3,0,2,2,0.33,1,0,2,272,167,0.61,1,0,3,8,15,4,9,6,0,5,0,0.57,0,0,4,397,296,0.75,2,2,7,12,27,8,16,11,0,7,0,0.5,0,0,3,342,245,0.72,6,5,13,2,9,4,0,6,1,0.5,2,0,5,360,269,0.75
2,1,3,4,9,2,7,2,17,1,4,0.48,3,0,7,402,300,0.75,0,5,3,4,15,8,7,8,6,7,1,0.5,4,1,2,539,477,0.88,4,1,5,1,13,7,9,4,18,6,7,0.46,4,0,2,383,306,0.8,6,2,9,1,7,2,16,2,2,0.54,3,0,4,479,404,0.84
3,1,2,3,8,3,4,4,8,3,0,0.45,3,0,6,408,305,0.75,0,2,6,9,17,2,9,8,13,4,3,0.54,0,0,1,476,399,0.84,3,1,5,2,11,4,10,1,10,7,3,0.42,4,0,7,323,223,0.69,11,10,22,1,16,6,18,13,1,0.58,2,0,3,443,329,0.74
2,0,7,1,11,3,7,4,18,6,2,0.36,2,0,5,305,207,0.68,1,1,2,3,6,1,5,1,16,11,2,0.59,3,0,4,520,445,0.86,1,0,2,2,4,0,2,2,15,3,0,0.37,2,0,3,354,265,0.75,4,8,14,2,9,5,16,3,2,0.63,6,0,2,639,533,0.83
2,1,5,2,12,5,8,4,13,6,2,0.53,1,0,2,540,444,0.82,1,2,4,8,15,3,10,5,11,1,2,0.6,2,0,3,489,391,0.8,2,1,5,0,5,0,3,2,15,2,0,0.52,3,0,5,460,370,0.8,7,9,18,2,13,5,20,5,2,0.48,3,0,4,436,339,0.78
3,0,5,7,16,4,8,8,14,6,0,0.49,1,0,0,412,308,0.75,2,2,5,6,15,4,7,8,11,7,1,0.57,3,0,3,458,340,0.74,4,0,5,1,7,1,7,0,18,2,1,0.52,2,0,3,370,266,0.72,3,7,11,1,11,0,13,7,0,0.48,5,1,1,323,227,0.7
0,1,2,7,10,1,5,5,10,3,0,0.35,0,0,5,328,236,0.72,3,3,9,10,21,2,15,6,10,5,0,0.55,2,0,3,543,472,0.87,0,1,2,10,14,2,7,7,15,1,1,0.37,2,0,7,381,300,0.79,8,5,16,3,12,4,12,6,0,0.63,0,0,2,660,566,0.86
0,0,4,2,6,0,1,5,14,1,0,0.34,2,1,3,295,191,0.65,2,1,5,7,14,2,7,7,27,2,6,0.4,8,1,2,317,245,0.77,1,1,6,9,20,5,14,6,0,3,1,0.58,2,0,3,424,309,0.73,4,4,8,0,6,2,0,3,2,0.42,2,0,5,325,194,0.6
2,2,2,2,4,0,3,1,0,4,1,0.3,0,0,6,270,171,0.63,2,2,8,11,28,9,12,16,0,4,1,0.7,0,0,0,642,529,0.82,2,2,2,2,4,0,3,1,0,4,1,0.3,0,0,6,270,171,0.63,8,11,28,9,12,16,0,4,1,0.7,0,0,0,642,529,0.82
2,2,5,4,10,1,8,2,14,4,3,0.51,3,1,5,380,313,0.82,1,0,9,13,26,4,13,13,10,12,0,0.76,0,0,1,593,521,0.88,0,2,5,0,6,1,5,1,7,9,2,0.38,5,1,8,322,232,0.72,8,7,18,3,11,7,18,8,2,0.62,3,0,3,553,472,0.85
2,1,3,8,14,3,8,6,9,7,2,0.47,1,0,5,382,326,0.85,2,0,6,8,18,4,15,3,4,9,0,0.74,1,0,2,783,671,0.86,3,1,1,1,2,0,2,0,4,0,2,0.3,3,1,11,310,227,0.73,14,11,27,2,19,8,10,11,1,0.7,0,0,0,711,642,0.9
2,1,8,5,17,4,14,3,12,8,3,0.47,3,1,1,421,347,0.82,3,1,4,1,9,4,6,3,5,7,4,0.52,2,0,3,400,301,0.75,1,0,5,4,11,2,9,2,15,10,5,0.58,3,0,5,437,326,0.75,5,4,11,2,9,2,16,4,6,0.42,3,1,3,324,211,0.65
4,0,3,4,9,2,8,1,12,3,3,0.39,0,0,1,381,282,0.74,2,2,5,6,19,8,12,7,18,3,1,0.49,3,0,1,406,277,0.68,2,2,6,14,25,5,19,6,11,16,2,0.63,3,0,1,467,369,0.79,3,5,9,1,5,4,15,1,1,0.37,4,0,4,287,185,0.64
0,0,6,5,13,2,7,6,7,6,2,0.61,1,0,1,445,300,0.67,2,2,3,3,7,1,3,4,7,1,4,0.51,3,0,4,431,297,0.69,1,1,4,3,8,1,5,3,9,2,4,0.31,3,0,3,347,219,0.63,4,8,15,3,7,8,7,4,1,0.69,1,0,3,758,632,0.83
0,0,4,6,14,4,9,5,14,4,1,0.62,3,0,4,615,515,0.84,0,3,2,9,18,7,12,6,9,7,0,0.51,2,0,4,430,355,0.83,3,1,14,7,25,4,19,6,16,8,4,0.41,3,0,0,416,332,0.8,1,4,11,6,10,1,5,6,2,0.59,1,0,11,619,510,0.82
0,1,8,2,13,3,9,4,0,3,2,0.52,0,0,3,464,339,0.73,1,0,5,3,12,4,9,3,0,8,3,0.43,0,0,3,296,190,0.64,0,1,2,9,15,4,6,9,0,6,0,0.55,4,0,2,386,290,0.75,3,8,16,5,8,8,0,4,0,0.45,4,0,2,313,234,0.75
2,1,1,6,10,3,6,4,18,1,1,0.38,4,1,3,312,228,0.73,2,1,2,5,9,2,6,3,10,3,0,0.41,4,0,3,389,319,0.82,3,2,3,8,12,1,5,7,9,2,1,0.54,1,0,7,484,371,0.77,10,4,15,1,9,6,16,6,1,0.46,1,0,1,407,309,0.76
2,2,2,5,10,3,6,4,6,3,1,0.68,2,1,0,701,645,0.92,1,1,6,1,8,1,6,2,10,3,1,0.52,3,0,1,477,369,0.77,2,0,1,1,3,1,1,2,7,1,0,0.4,1,0,6,372,275,0.74,8,7,23,8,16,7,12,11,1,0.6,0,0,1,558,461,0.83
2,1,6,8,14,0,7,7,15,3,0,0.74,4,0,3,613,540,0.88,0,0,5,6,20,9,12,8,20,9,2,0.57,1,0,4,435,342,0.79,1,0,6,2,10,2,5,5,22,4,2,0.44,6,0,1,345,247,0.72,1,3,6,2,3,3,20,2,1,0.56,4,1,5,436,315,0.72
1,2,4,3,10,3,9,1,11,3,0,0.55,5,0,2,619,517,0.84,4,0,5,4,13,4,7,6,12,1,1,0.61,1,0,3,632,552,0.87,4,3,6,5,12,1,10,2,11,7,3,0.49,1,0,1,491,404,0.82,5,2,8,1,7,1,9,3,4,0.51,2,0,3,526,436,0.83
