score.fulltime.home (home 1),score.fulltime.away (home 1),Shots on Goal (home 1),Shots off Goal (home 1),Total Shots (home 1),Blocked Shots (home 1),Shots insidebox (home 1),Shots outsidebox (home 1),Fouls (home 1),Corner Kicks (home 1),Offsides (home 1),Ball Possession (home 1),Yellow Cards (home 1),Red Cards (home 1),Goalkeeper Saves (home 1),Total passes (home 1),Passes accurate (home 1),Passes % (home 1),score.fulltime.home (away 1),score.fulltime.away (away 1),Shots on Goal (away 1),Shots off Goal (away 1),Total Shots (away 1),Blocked Shots (away 1),Shots insidebox (away 1),Shots outsidebox (away 1),Fouls (away 1),Corner Kicks (away 1),Offsides (away 1),Ball Possession (away 1),Yellow Cards (away 1),Red Cards (away 1),Goalkeeper Saves (away 1),Total passes (away 1),Passes accurate (away 1),Passes % (away 1),score.fulltime.home (h2h 1),score.fulltime.away (h2h 1),Shots on Goal (h2h - home 1),Shots off Goal (h2h - home 1),Total Shots (h2h - home 1),Blocked Shots (h2h - home 1),Shots insidebox (h2h - home 1),Shots outsidebox (h2h - home 1),Fouls (h2h - home 1),Corner Kicks (h2h - home 1),Offsides (h2h - home 1),Ball Possession (h2h - home 1),Yellow Cards (h2h - home 1),Red Cards (h2h - home 1),Goalkeeper Saves (h2h - home 1),Total passes (h2h - home 1),Passes accurate (h2h - home 1),Passes % (h2h - home 1),Shots on Goal (h2h - away 1),Shots off Goal (h2h - away 1),Total Shots (h2h - away 1),Blocked Shots (h2h - away 1),Shots insidebox (h2h - away 1),Shots outsidebox (h2h - away 1),Fouls (h2h - away 1),Corner Kicks (h2h - away 1),Offsides (h2h - away 1),Ball Possession (h2h - away 1),Yellow Cards (h2h - away 1),Red Cards (h2h - away 1),Goalkeeper Saves (h2h - away 1),Total passes (h2h - away 1),Passes accurate (h2h - away 1),Passes % (h2h - away 1)
0,0,2,6,11,3,4,7,17,4,3,0.53,1,0,6,488,405,0.83,3,1,5,6,14,3,7,7,14,7,1,0.4,2,0,1,361,289,0.8,2,1,7,2,12,3,11,1,17,8,1,0.43,2,0,3,271,206,0.76,4,1,8,3,4,4,17,5,0,0.57,3,0,5,372,265,0.71
1,1,4,6,10,0,4,6,11,0,2,0.37,1,0,8,348,263,0.76,1,1,9,8,20,3,10,10,14,9,1,0.63,3,0,3,595,501,0.84,1,1,4,6,10,0,4,6,11,0,2,0.37,1,0,8,348,263,0.76,9,8,20,3,10,10,14,9,1,0.63,3,0,3,595,501,0.84
1,0,2,2,4,0,2,2,15,3,0,0.37,2,0,3,354,265,0.75,3,2,6,5,12,1,4,8,15,3,0,0.27,0,0,2,269,197,0.73,1,1,3,4,8,1,6,2,11,2,0,0.36,0,0,2,349,255,0.73,3,6,15,6,8,7,8,7,1,0.64,1,0,2,608,507,0.83
1,0,0,2,4,2,1,3,20,1,1,0.36,2,0,2,306,222,0.73,0,3,3,4,9,2,4,5,10,3,3,0.59,0,0,3,690,607,0.88,1,0,3,1,4,0,1,3,12,2,1,0.41,1,0,4,385,284,0.74,4,7,12,1,8,4,17,7,3,0.59,1,0,2,547,428,0.78
2,2,2,2,8,4,5,3,8,2,0,0.49,2,0,2,493,388,0.79,6,1,10,7,25,8,16,9,14,10,4,0.73,1,0,1,699,625,0.89,4,1,1,3,4,0,4,0,16,2,0,0.33,3,0,3,294,211,0.72,7,5,14,2,11,3,11,5,3,0.67,0,0,0,608,536,0.88
1,3,2,5,10,3,5,5,18,4,2,0.47,2,0,3,435,371,0.85,0,1,3,4,9,2,4,5,15,3,2,0.47,3,0,2,462,375,0.81,1,1,5,4,13,4,8,5,19,4,2,0.45,4,1,2,335,248,0.74,3,4,9,2,5,4,15,6,3,0.55,3,0,4,423,341,0.81
1,4,3,7,17,7,12,5,10,8,2,0.45,3,0,2,364,263,0.72,1,1,2,6,12,4,6,6,14,7,0,0.44,3,0,3,388,301,0.78,2,0,3,6,13,4,4,9,16,1,5,0.35,3,0,2,349,264,0.76,4,3,8,1,7,1,8,5,5,0.65,1,0,3,650,569,0.88
2,0,8,12,26,6,22,4,13,10,0,0.73,4,0,0,566,499,0.88,1,2,2,3,10,5,4,6,18,4,1,0.49,6,0,5,456,379,0.83,0,0,1,7,10,2,4,6,13,2,1,0.58,2,0,1,468,351,0.75,1,6,7,0,4,3,14,7,8,0.42,4,1,1,334,223,0.67
0,3,7,2,10,1,7,3,0,3,1,0.53,2,0,3,524,448,0.85,2,2,2,5,11,4,8,4,0,5,1,0.45,1,0,9,404,315,0.78,2,1,4,6,11,1,7,4,0,1,1,0.65,2,0,2,657,542,0.82,4,4,9,1,4,5,0,0,3,0.35,2,0,3,365,254,0.7
0,1,1,9,14,4,8,6,21,6,2,0.37,1,0,4,338,235,0.7,3,2,5,5,13,3,12,1,9,8,1,0.73,1,0,4,727,652,0.9,0,1,4,3,9,2,4,5,19,5,1,0.39,6,1,0,301,227,0.75,1,5,9,3,5,4,16,4,2,0.61,3,0,4,473,392,0.83
2,1,4,3,9,2,3,6,9,9,1,0.3,0,0,7,348,255,0.73,2,2,5,8,17,4,10,7,7,4,5,0.55,2,0,3,550,468,0.85,1,0,2,4,8,2,5,3,16,0,1,0.34,2,0,8,308,207,0.67,9,10,26,7,16,10,17,14,2,0.66,2,0,2,585,503,0.86
3,1,2,5,15,8,12,3,10,4,3,0.4,4,1,4,405,341,0.84,3,1,7,11,23,5,12,11,14,5,0,0.6,1,0,1,628,576,0.92,3,1,2,5,15,8,12,3,10,4,3,0.4,4,1,4,405,341,0.84,7,11,23,5,12,11,14,5,0,0.6,1,0,1,628,576,0.92
4,1,4,4,11,3,4,7,7,3,2,0.44,2,0,3,382,319,0.84,0,2,5,7,14,2,9,5,18,7,0,0.59,1,0,3,504,424,0.84,0,1,3,2,10,5,6,4,17,7,5,0.49,1,0,1,471,353,0.75,1,3,6,2,4,2,16,3,3,0.51,1,0,2,497,388,0.78
2,1,5,2,10,3,7,3,18,0,2,0.43,3,0,3,405,297,0.73,2,1,4,4,16,8,8,8,23,3,2,0.51,3,0,1,411,317,0.77,2,0,2,5,10,3,2,8,10,1,6,0.25,2,0,3,234,158,0.68,3,7,13,3,3,10,9,10,1,0.75,4,1,0,681,605,0.89
2,0,2,7,11,2,4,7,7,1,3,0.27,2,0,8,224,151,0.67,0,2,5,4,11,2,9,2,10,3,4,0.41,1,0,5,344,276,0.8,1,0,5,2,8,1,5,3,10,2,3,0.61,2,0,4,535,451,0.84,5,8,20,7,11,9,9,10,2,0.39,0,0,5,347,272,0.78
2,0,2,7,16,7,9,7,5,11,3,0.72,1,0,4,591,523,0.88,2,2,5,3,15,7,12,3,13,10,7,0.41,1,0,5,378,305,0.81,1,0,4,7,15,4,7,8,16,3,3,0.52,1,0,8,474,374,0.79,8,2,14,4,7,7,17,5,1,0.48,5,1,3,423,329,0.78
0,3,3,6,12,3,7,5,0,5,0,0.47,2,0,3,458,370,0.81,2,0,3,3,9,3,7,3,0,4,1,0.49,1,0,1,415,306,0.74,3,1,9,5,14,0,9,5,0,7,0,0.38,2,0,1,351,287,0.82,2,6,15,7,9,6,0,14,2,0.62,2,0,6,561,493,0.88
3,5,5,6,13,2,4,9,5,2,7,0.29,0,0,3,320,226,0.71,2,1,8,5,17,4,14,3,12,8,3,0.47,3,1,1,421,347,0.82,1,0,5,6,15,4,12,3,5,6,6,0.5,1,0,6,401,272,0.68,6,3,9,0,4,5,14,4,1,0.5,1,0,4,390,254,0.65
2,3,5,5,12,2,9,3,18,7,0,0.46,4,0,3,380,291,0.77,2,1,5,6,11,0,4,7,15,4,4,0.57,7,2,4,371,294,0.79,1,0,3,1,6,2,3,3,6,4,0,0.51,1,0,2,418,322,0.77,3,7,12,2,8,4,20,6,2,0.49,6,0,3,404,320,0.79
3,0,1,5,6,0,3,3,16,4,1,0.37,1,0,7,352,257,0.73,4,1,2,8,10,0,8,2,17,6,2,0.64,0,0,2,527,443,0.84,1,3,3,8,13,2,10,3,15,5,1,0.45,5,0,3,407,315,0.77,6,2,10,2,8,2,7,6,1,0.55,1,0,2,472,371,0.79
1,2,5,5,12,2,8,4,10,8,3,0.64,2,0,1,612,511,0.83,1,2,3,9,13,1,8,5,13,6,0,0.36,2,0,3,329,233,0.71,1,2,5,5,12,2,8,4,10,8,3,0.64,2,0,1,612,511,0.83,3,9,13,1,8,5,13,6,0,0.36,2,0,3,329,233,0.71
2,2,4,4,12,4,9,3,20,5,2,0.45,6,1,5,355,254,0.72,1,0,4,7,16,5,13,3,17,7,5,0.61,3,0,1,425,305,0.72,1,1,4,7,15,4,7,8,10,6,5,0.62,2,0,1,481,366,0.76,2,4,8,2,6,2,10,3,2,0.38,2,1,3,312,186,0.6
2,1,3,7,13,3,10,3,18,6,1,0.49,1,0,4,393,302,0.77,1,3,6,7,16,3,9,7,16,6,2,0.53,3,0,1,481,406,0.84,0,0,1,2,3,0,1,2,9,2,4,0.34,1,0,2,448,371,0.83,2,7,11,2,3,8,10,3,3,0.66,3,0,1,872,781,0.9
2,2,4,3,8,1,4,4,16,1,1,0.51,4,1,0,525,433,0.82,1,0,4,9,14,1,8,6,11,9,1,0.54,2,0,3,416,319,0.77,2,1,4,5,10,1,8,2,13,7,2,0.48,4,1,5,356,240,0.67,7,6,18,5,13,5,16,9,1,0.52,4,0,3,381,270,0.71
0,0,2,8,13,3,7,6,13,10,0,0.54,0,0,1,477,425,0.89,3,2,5,8,17,4,10,7,13,13,0,0.71,1,0,3,680,603,0.89,2,1,5,6,13,2,8,5,6,1,1,0.45,0,0,2,501,439,0.88,4,10,17,3,10,7,12,4,1,0.55,2,0,4,608,552,0.91
1,2,4,9,15,2,8,7,8,7,2,0.6,3,0,3,480,371,0.77,1,0,4,4,14,6,9,5,16,6,1,0.46,6,0,4,365,272,0.75,4,1,3,7,16,6,6,10,12,6,2,0.42,3,0,1,380,291,0.77,5,3,9,1,9,0,17,3,4,0.58,3,1,2,555,466,0.84
5,1,5,5,11,1,6,5,7,3,5,0.4,1,0,4,455,386,0.85,0,1,4,6,13,3,5,8,12,4,1,0.52,5,1,2,453,326,0.72,1,0,1,5,7,1,3,4,11,1,4,0.53,1,0,1,476,371,0.78,1,3,6,2,2,4,20,7,1,0.47,4,0,0,401,305,0.76
3,2,5,2,7,0,4,3,15,3,4,0.29,1,0,2,265,197,0.74,4,1,2,8,10,0,8,2,17,6,2,0.64,0,0,2,527,443,0.84,4,1,6,7,17,4,13,4,12,5,0,0.36,3,0,1,303,226,0.75,2,8,10,0,8,2,17,6,2,0.64,0,0,2,527,443,0.84
1,0,4,4,14,6,9,5,16,6,1,0.46,6,0,4,365,272,0.75,2,3,6,2,9,1,6,3,15,6,1,0.54,2,0,3,452,365,0.81,0,4,10,1,11,0,8,3,18,4,2,0.47,3,0,5,442,337,0.76,5,4,11,2,7,4,15,7,0,0.53,2,0,6,506,393,0.78
6,1,2,2,5,1,5,0,12,3,2,0.27,3,0,4,242,163,0.67,3,3,8,5,17,4,9,8,16,4,1,0.57,3,0,4,575,509,0.89,1,0,2,5,10,3,6,4,18,3,3,0.35,3,0,10,320,224,0.7,10,6,16,0,11,5,8,8,3,0.65,2,0,2,636,534,0.84
5,1,11,5,16,0,12,4,0,1,2,0.54,2,0,0,566,470,0.83,1,3,1,3,6,2,5,1,0,1,2,0.38,3,1,1,326,236,0.72,0,1,7,9,21,5,12,9,0,4,0,0.58,3,0,2,498,402,0.81,2,6,10,2,5,5,0,4,5,0.42,2,0,6,359,273,0.76
1,2,3,9,13,1,8,5,13,6,0,0.36,2,0,3,329,233,0.71,3,1,8,6,18,4,9,9,18,5,0,0.52,3,0,4,383,284,0.74,0,2,9,4,17,4,12,5,13,12,2,0.69,3,0,4,458,365,0.8,6,1,9,2,6,3,23,1,3,0.31,5,1,9,217,130,0.6
2,0,5,3,14,6,5,9,18,8,1,0.55,4,0,5,429,339,0.79,3,5,5,6,13,2,4,9,5,2,7,0.29,0,0,3,320,226,0.71,5,1,9,2,12,1,9,3,9,2,4,0.62,1,0,2,572,498,0.87,3,4,14,7,9,5,9,7,1,0.38,2,0,3,332,254,0.77
5,1,9,4,14,1,12,2,6,1,1,0.6,1,0,4,698,606,0.87,1,2,5,5,12,2,8,4,10,8,3,0.64,2,0,1,612,511,0.83,2,1,5,4,12,3,10,2,12,8,2,0.52,1,0,1,587,502,0.86,3,6,11,2,7,4,8,0,5,0.48,0,0,4,552,461,0.84
0,4,11,6,20,3,16,4,15,4,3,0.68,1,0,1,689,603,0.88,2,2,5,5,14,4,6,8,8,3,3,0.38,0,0,8,389,315,0.81,1,0,8,10,23,5,15,8,10,13,3,0.67,1,0,3,597,530,0.89,3,7,13,3,7,6,7,7,4,0.33,1,0,7,282,208,0.74
1,1,8,5,18,5,11,7,9,6,0,0.5,1,0,2,422,315,0.75,1,4,6,2,12,4,10,2,12,4,4,0.64,1,0,6,658,575,0.87,1,1,2,6,8,0,3,5,13,7,0,0.5,1,0,4,339,228,0.67,6,4,12,2,5,7,12,6,1,0.5,3,0,1,338,238,0.7
5,1,1,3,5,1,1,4,0,7,1,0.46,1,0,6,451,355,0.79,0,1,5,4,12,3,8,4,0,5,2,0.44,0,0,2,381,301,0.79,2,1,6,2,12,4,5,7,0,7,4,0.57,0,0,3,488,394,0.81,5,2,8,1,7,1,0,3,2,0.43,1,0,5,383,288,0.75
1,1,4,3,11,4,3,8,10,2,1,0.56,1,0,1,481,390,0.81,2,2,4,4,12,4,9,3,20,5,2,0.45,6,1,5,355,254,0.72,0,2,4,2,8,2,5,3,10,3,6,0.46,2,0,1,431,289,0.67,2,4,13,7,8,5,11,5,1,0.54,2,0,2,499,366,0.73
3,2,5,8,17,4,10,7,13,13,0,0.71,1,0,3,680,603,0.89,1,0,0,2,4,2,1,3,20,1,1,0.36,2,0,2,306,222,0.73,5,0,12,9,27,6,18,9,11,11,6,0.72,1,0,0,704,637,0.9,0,2,6,4,1,5,3,4,1,0.28,2,0,7,272,194,0.71
1,3,6,7,16,3,9,7,16,6,2,0.53,3,0,1,481,406,0.84,2,0,2,7,16,7,9,7,5,11,3,0.72,1,0,4,591,523,0.88,0,5,8,6,18,4,14,4,5,2,2,0.65,1,0,3,729,613,0.84,3,3,7,1,4,3,12,1,4,0.35,2,0,3,387,267,0.69
6,1,10,7,25,8,16,9,14,10,4,0.73,1,0,1,699,625,0.89,1,4,6,5,12,1,9,3,13,2,4,0.55,3,0,2,486,379,0.78,1,1,7,7,20,6,11,9,13,4,2,0.7,2,0,2,679,598,0.88,3,1,6,2,3,3,16,2,2,0.3,3,1,6,299,224,0.75
0,4,1,4,7,2,5,2,7,0,1,0.32,3,0,7,344,245,0.71,3,1,8,5,19,6,12,7,6,4,3,0.65,1,0,3,627,517,0.82,2,4,3,2,7,2,2,5,12,0,2,0.38,2,0,3,365,250,0.68,7,2,10,1,9,1,12,5,2,0.62,1,0,1,586,467,0.8
2,2,2,5,11,4,8,4,0,5,1,0.45,1,0,9,404,315,0.78,0,3,3,6,12,3,7,5,0,5,0,0.47,2,0,3,458,370,0.81,0,0,3,6,12,3,7,5,12,2,3,0.47,2,0,1,407,316,0.78,2,7,17,8,11,6,11,4,1,0.53,2,1,3,454,362,0.8
2,1,4,7,16,5,6,10,15,3,1,0.63,0,0,7,552,453,0.82,3,0,1,5,6,0,3,3,16,4,1,0.37,1,0,7,352,257,0.73,1,0,2,7,14,5,6,8,8,6,0,0.5,0,0,4,401,322,0.8,4,5,12,3,6,6,9,4,2,0.5,2,0,1,387,300,0.78
2,1,2,2,6,2,4,2,17,1,1,0.44,2,0,1,410,300,0.73,0,1,1,9,14,4,8,6,21,6,2,0.37,1,0,4,338,235,0.7,1,1,8,1,12,3,8,4,14,6,2,0.58,2,0,3,427,308,0.72,4,5,13,4,10,3,15,2,1,0.42,3,1,6,310,206,0.66
3,2,6,5,12,1,4,8,15,3,0,0.27,0,0,2,269,197,0.73,0,3,3,4,10,3,4,6,11,2,3,0.41,2,0,0,471,398,0.85,2,0,3,7,12,2,3,9,11,12,0,0.53,0,0,1,476,372,0.78,3,5,10,2,7,3,13,2,1,0.47,3,0,3,450,338,0.75
3,1,5,6,14,3,7,7,14,7,1,0.4,2,0,1,361,289,0.8,3,0,10,4,16,2,11,5,10,6,4,0.63,1,0,1,636,545,0.86,0,3,3,3,7,1,3,4,9,5,2,0.47,1,0,6,435,319,0.73,8,6,18,4,13,6,7,5,1,0.53,1,0,3,476,370,0.78
1,1,9,8,20,3,10,10,14,9,1,0.63,3,0,3,595,501,0.84,0,2,7,5,18,6,10,8,16,10,0,0.5,2,0,4,409,323,0.79,0,2,6,2,9,1,5,4,13,2,2,0.5,2,0,7,402,312,0.78,7,5,18,6,10,8,16,10,0,0.5,2,0,4,409,323,0.79
0,2,8,10,29,11,17,12,9,5,1,0.73,1,0,0,624,561,0.9,1,3,2,5,10,3,5,5,18,4,2,0.47,2,0,3,435,371,0.85,0,1,3,2,7,2,4,3,8,3,4,0.5,1,0,3,470,402,0.86,3,3,6,0,3,3,14,2,0,0.5,1,0,2,470,382,0.81
1,0,1,0,1,0,0,1,19,4,2,0.39,2,0,3,267,158,0.59,3,3,7,10,20,3,17,3,15,7,8,0.43,5,1,4,408,357,0.88,5,0,1,2,3,0,2,1,11,1,1,0.39,4,0,8,400,340,0.85,13,6,23,4,15,8,11,9,3,0.61,1,0,1,627,570,0.91
2,1,5,6,11,0,4,7,15,4,4,0.57,7,2,4,371,294,0.79,1,0,4,9,14,1,8,6,11,9,1,0.54,2,0,3,416,319,0.77,0,0,4,6,11,1,7,4,13,4,5,0.4,4,0,4,341,228,0.67,4,5,15,6,8,7,10,13,1,0.6,2,0,4,497,390,0.78
0,2,5,4,11,2,9,2,10,3,4,0.41,1,0,5,344,276,0.8,2,2,6,6,15,3,11,4,5,3,2,0.45,1,0,3,435,359,0.83,2,0,2,4,9,3,5,4,10,5,2,0.32,2,0,5,303,232,0.77,7,8,23,8,15,8,9,10,3,0.68,1,0,2,670,597,0.89
2,2,5,3,15,7,12,3,13,10,7,0.41,1,0,5,378,305,0.81,2,1,4,3,9,2,3,6,9,9,1,0.3,0,0,7,348,255,0.73,0,1,2,7,10,1,6,4,15,5,2,0.58,5,1,2,549,425,0.77,3,5,12,4,6,6,21,6,1,0.42,2,0,1,373,256,0.69
4,1,7,8,20,5,15,5,10,5,0,0.56,1,0,3,497,431,0.87,0,1,3,4,9,2,4,5,15,3,2,0.47,3,0,2,462,375,0.81,4,0,10,4,16,2,8,8,11,8,7,0.46,1,0,2,418,329,0.79,2,2,7,3,4,3,8,4,1,0.54,2,0,5,483,392,0.81
4,1,4,4,11,3,4,7,7,3,2,0.44,2,0,3,382,319,0.84,0,1,3,8,16,5,12,4,15,12,2,0.53,2,0,3,471,390,0.83,2,0,2,4,9,3,7,3,11,10,1,0.33,0,0,4,296,203,0.69,5,7,14,2,8,6,9,8,1,0.67,1,0,1,610,528,0.87
3,1,2,5,15,8,12,3,10,4,3,0.4,4,1,4,405,341,0.84,2,0,2,7,11,2,4,7,7,1,3,0.27,2,0,8,224,151,0.67,3,1,8,7,20,5,14,6,20,5,3,0.43,1,0,2,380,285,0.75,3,2,6,1,1,5,18,1,0,0.57,2,0,5,514,401,0.78
0,2,5,7,14,2,9,5,18,7,0,0.59,1,0,3,504,424,0.84,2,1,5,2,10,3,7,3,18,0,2,0.43,3,0,3,405,297,0.73,1,1,2,1,5,2,3,2,20,5,2,0.54,3,0,4,478,384,0.8,5,3,15,7,8,7,20,7,1,0.46,3,0,1,395,288,0.73
0,3,3,4,9,2,4,5,10,3,3,0.59,0,0,3,690,607,0.88,1,1,4,6,10,0,4,6,11,0,2,0.37,1,0,8,348,263,0.76,2,1,5,5,14,4,10,4,12,6,1,0.66,2,0,5,594,525,0.88,7,4,12,1,9,3,10,3,0,0.34,1,0,4,319,243,0.76
3,1,7,11,23,5,12,11,14,5,0,0.6,1,0,1,628,576,0.92,3,0,5,9,17,3,12,5,8,11,4,0.52,1,0,2,435,375,0.86,1,0,6,2,10,2,5,5,22,4,2,0.44,6,0,1,345,247,0.72,1,3,6,2,3,3,20,2,1,0.56,4,1,5,436,315,0.72
2,1,8,5,17,4,14,3,12,8,3,0.47,3,1,1,421,347,0.82,1,2,8,10,24,6,14,10,15,7,2,0.58,4,0,1,458,352,0.77,0,0,6,6,18,6,8,10,17,11,1,0.66,4,0,2,475,342,0.72,2,3,5,0,1,4,15,1,4,0.34,5,1,6,248,123,0.5
1,0,6,3,16,7,10,6,12,7,1,0.55,3,0,0,488,400,0.82,1,4,3,7,17,7,12,5,10,8,2,0.45,3,0,2,364,263,0.72,3,3,3,3,7,1,8,0,13,3,1,0.53,5,0,1,421,312,0.74,4,11,22,7,13,9,19,7,1,0.47,2,0,1,365,261,0.72
3,0,6,7,16,3,9,7,15,5,6,0.53,0,0,3,593,501,0.84,1,0,2,2,4,0,2,2,15,3,0,0.37,2,0,3,354,265,0.75,3,0,11,4,22,7,19,3,11,9,1,0.64,1,0,3,676,603,0.89,4,9,18,5,13,5,13,7,2,0.36,3,0,8,349,281,0.81
0,3,6,5,17,6,13,4,0,9,4,0.67,1,0,1,627,551,0.88,0,3,7,2,10,1,7,3,0,3,1,0.53,2,0,3,524,448,0.85,3,0,5,5,12,2,9,3,0,3,2,0.37,1,0,5,389,313,0.8,5,3,9,1,2,7,0,6,3,0.63,3,0,2,632,548,0.87
1,2,5,5,13,3,10,3,10,5,2,0.42,2,0,7,331,231,0.7,2,0,7,6,15,2,13,2,15,8,0,0.45,3,0,4,352,254,0.72,2,2,7,9,19,3,12,7,12,5,1,0.42,1,0,4,312,236,0.76,6,8,20,6,5,15,10,7,2,0.58,1,0,5,456,380,0.83
1,1,2,6,12,4,6,6,14,7,0,0.44,3,0,3,388,301,0.78,2,2,2,2,8,4,5,3,8,2,0,0.49,2,0,2,493,388,0.79,1,1,3,5,13,5,5,8,14,8,0,0.52,3,1,3,435,346,0.8,4,8,14,2,9,5,13,2,4,0.48,1,0,2,409,320,0.78
2,2,5,8,17,4,10,7,7,4,5,0.55,2,0,3,550,468,0.85,2,0,8,12,26,6,22,4,13,10,0,0.73,4,0,0,566,499,0.88,2,1,10,9,26,7,13,13,8,8,7,0.51,0,0,1,540,482,0.89,2,3,6,1,3,3,7,3,1,0.49,2,0,8,528,450,0.85
1,2,4,9,15,2,8,7,8,7,2,0.6,3,0,3,480,371,0.77,2,2,4,3,8,1,4,4,16,1,1,0.51,4,1,0,525,433,0.82,3,1,4,8,12,0,9,4,15,7,0,0.5,4,0,0,413,320,0.77,3,1,6,2,6,0,17,2,3,0.5,1,0,4,438,342,0.78
3,2,5,5,13,3,12,1,9,8,1,0.73,1,0,4,727,652,0.9,0,0,2,8,13,3,7,6,13,10,0,0.54,0,0,1,477,425,0.89,3,0,2,2,7,3,2,5,16,5,2,0.58,1,0,4,498,422,0.85,7,7,17,3,12,5,11,7,2,0.42,1,0,2,371,297,0.8
1,0,0,2,3,1,0,3,26,3,3,0.45,3,1,5,400,296,0.74,1,2,5,2,11,4,9,2,16,5,2,0.4,5,0,3,318,219,0.69,2,0,3,3,9,3,5,4,20,2,1,0.48,6,0,1,375,268,0.71,3,8,16,5,9,7,10,4,3,0.52,2,0,4,410,293,0.71
0,3,3,6,12,3,7,5,0,5,0,0.47,2,0,3,458,370,0.81,0,3,1,6,8,1,2,6,0,3,1,0.33,2,0,3,306,226,0.74,2,2,5,3,10,2,6,4,0,8,4,0.66,1,0,3,558,451,0.81,5,3,11,3,5,6,0,2,1,0.34,2,0,3,286,200,0.7
1,0,2,5,9,2,7,2,0,1,2,0.56,2,0,2,452,348,0.77,2,0,3,3,9,3,7,3,0,4,1,0.49,1,0,1,415,306,0.74,2,3,6,6,15,3,8,7,0,8,2,0.43,2,0,2,373,284,0.76,5,7,15,3,10,5,0,7,1,0.57,1,1,4,496,404,0.81
0,1,4,6,13,3,5,8,12,4,1,0.52,5,1,2,453,326,0.72,1,2,5,5,12,2,8,4,10,8,3,0.64,2,0,1,612,511,0.83,3,2,6,5,18,7,12,6,17,6,1,0.46,5,1,0,423,326,0.77,3,3,10,4,8,2,14,3,5,0.54,2,0,3,509,431,0.85
2,2,5,5,14,4,6,8,8,3,3,0.38,0,0,8,389,315,0.81,0,4,1,4,7,2,5,2,7,0,1,0.32,3,0,7,344,245,0.71,0,2,2,9,12,1,9,3,17,4,5,0.61,3,0,2,467,377,0.81,4,11,16,1,11,5,14,6,1,0.39,0,0,2,292,200,0.68
1,2,5,5,13,3,10,3,10,5,2,0.42,2,0,7,331,231,0.7,1,1,8,5,18,5,11,7,9,6,0,0.5,1,0,2,422,315,0.75,1,1,4,2,11,5,6,5,18,4,3,0.54,2,0,8,366,231,0.63,9,10,23,4,16,7,27,3,3,0.46,3,0,3,307,199,0.65
3,1,8,5,19,6,12,7,6,4,3,0.65,1,0,3,627,517,0.82,0,4,11,6,20,3,16,4,15,4,3,0.68,1,0,1,689,603,0.88,1,1,6,3,13,4,8,5,12,3,1,0.32,4,0,6,361,275,0.76,7,6,14,1,9,5,4,6,2,0.68,2,0,5,758,665,0.88
1,2,8,10,24,6,14,10,15,7,2,0.58,4,0,1,458,352,0.77,1,2,3,9,13,1,8,5,13,6,0,0.36,2,0,3,329,233,0.71,2,1,8,7,18,3,7,11,13,8,2,0.54,1,0,3,455,362,0.8,4,7,14,3,10,4,10,6,2,0.46,2,1,7,380,284,0.75
2,0,7,6,15,2,13,2,15,8,0,0.45,3,0,4,352,254,0.72,2,1,8,5,17,4,14,3,12,8,3,0.47,3,1,1,421,347,0.82,3,2,4,2,7,1,5,2,15,1,3,0.39,2,0,3,319,201,0.63,7,7,18,4,13,5,16,8,0,0.61,2,0,2,505,380,0.75
3,5,5,6,13,2,4,9,5,2,7,0.29,0,0,3,320,226,0.71,3,5,8,6,17,3,10,7,5,6,2,0.71,1,0,2,781,682,0.87,3,5,5,6,13,2,4,9,5,2,7,0.29,0,0,3,320,226,0.71,8,6,17,3,10,7,5,6,2,0.71,1,0,2,781,682,0.87
1,4,6,2,12,4,10,2,12,4,4,0.64,1,0,6,658,575,0.87,3,1,7,5,12,0,10,2,11,8,2,0.48,3,0,7,360,251,0.7,2,0,2,2,6,2,2,4,12,4,2,0.62,2,2,3,610,521,0.85,5,4,13,4,9,4,14,3,8,0.38,2,0,2,380,280,0.74
3,1,8,6,18,4,9,9,18,5,0,0.52,3,0,4,383,284,0.74,2,0,5,3,14,6,5,9,18,8,1,0.55,4,0,5,429,339,0.79,2,1,7,9,18,2,13,5,20,5,2,0.48,3,0,4,436,339,0.78,5,0,5,0,3,2,15,2,0,0.52,3,0,5,460,370,0.8
2,2,2,2,8,4,5,3,8,2,0,0.49,2,0,2,493,388,0.79,1,0,6,3,16,7,10,6,12,7,1,0.55,3,0,0,488,400,0.82,2,1,3,3,6,0,5,1,13,3,1,0.45,0,0,2,411,311,0.76,5,4,10,1,6,4,17,6,3,0.55,5,0,2,502,423,0.84
1,0,2,1,9,6,4,5,0,5,5,0.44,2,0,1,352,256,0.73,2,2,2,5,11,4,8,4,0,5,1,0.45,1,0,9,404,315,0.78,1,1,2,5,10,3,4,6,0,3,4,0.39,4,0,8,318,216,0.68,9,6,20,5,10,10,0,4,2,0.61,2,0,1,494,410,0.83
3,0,5,9,17,3,12,5,8,11,4,0.52,1,0,2,435,375,0.86,4,1,7,8,20,5,15,5,10,5,0,0.56,1,0,3,497,431,0.87,3,4,6,3,13,4,8,5,17,0,3,0.38,3,1,2,297,235,0.79,8,4,17,5,8,9,14,8,3,0.62,2,1,3,473,385,0.81
